id,prompt_index,prompt
1072,4,"The chestnut horse with the white blaze and four white socks lifts into a full gallop again across the plateau toward a single windswept tree. The white socks blur on the bright green. From above, the horse's shadow extends long and dark ahead of it. The mane streams flat to one side. Aerial tracking shot keeping pace from above and slightly to the side."
1072,5,"The chestnut horse with the white blaze and four white socks slows and stops near the lone tree at the cliff's farthest point. From above, the horse's chest heaves visibly. The white socks plant firmly in the grass. The horse turns its head toward the open sea, mane settling, and the cliff drops away to surf far below. Aerial tracking shot pulling back to include the cliff, the tree, and the open sea behind the horse."
1073,0,"A single canoe paddler in a wide-brimmed straw hat and a pale gray rain jacket steers a small green wooden canoe slowly along a narrow black-water swamp channel at midmorning. Seen straight down from a drone, the canoe is a small green sliver gliding among the dark, mirror-like water and floating mats of duckweed. Cypress trees crowd the channel on either side. Top-down aerial tracking shot following the canoe directly overhead."
1073,1,"The paddler in the straw hat and gray rain jacket guides the green canoe around a half-submerged cypress knee that breaks the water's surface. From above, the canoe leaves only the faintest ripple. The straw hat is the brightest point in the frame, a pale circle against the dark water. The paddle dips on the right side of the canoe. Top-down aerial tracking shot following the canoe directly overhead."
1073,2,"The paddler in the straw hat and gray rain jacket steers the green canoe under a long, low branch that the drone briefly tracks around. The straw hat dips as the paddler ducks slightly. From above, Spanish moss hangs in tangled veils on either side of the channel. The canoe slips clear of the branch. Top-down aerial tracking shot following the canoe directly overhead."
1073,3,"The paddler in the straw hat and gray rain jacket pauses the paddle to let the canoe drift through a wider, mirror-still patch of water. From above, the canoe and its faint reflection float as one. The straw hat tilts up briefly as the paddler watches a heron lift off ahead. The duckweed parts in a slow widening V. Top-down aerial tracking shot following the canoe directly overhead."
1073,4,"The paddler in the straw hat and gray rain jacket resumes paddling, the green canoe accelerating gently along a curve in the channel. The paddle alternates from one side to the other in steady rhythm. From above, the straw hat shifts slightly with each stroke. The cypress trees thin out somewhat along this stretch. Top-down aerial tracking shot following the canoe directly overhead."
1073,5,"The paddler in the straw hat and gray rain jacket steers the green canoe out of the channel into a wider open pond fringed by water lilies. From above, the canoe slows in the center of the pond and the paddler shifts the paddle across their lap. The straw hat tilts back to take in the wider sky. The black water around the canoe ripples gently outward. Top-down aerial tracking shot pulling back to include the full pond around the small canoe."
1080,0,"A young cartographer in a beige fishing vest, brown corduroy trousers, and a wide-brimmed canvas hat steps out onto a coastal trail in the cool blue light just before dawn. A leather-bound sketchbook is tucked under his left arm and a small brass compass swings on a cord at his chest. The sea below the trail is a flat sheet of silver-blue and a faint mist drifts in low along the path. Medium tracking shot at chest height keeping pace beside him."
1080,1,"The cartographer in the beige fishing vest and canvas hat walks along the trail as the eastern horizon turns warm rose at dawn. He stops briefly to lift the brass compass off his chest and check it, then resumes walking. The leather-bound sketchbook stays under his arm. The sea below begins to take on a soft pink shimmer. Medium tracking shot at chest height keeping pace beside him."
1080,2,"The cartographer in the beige fishing vest and canvas hat rounds a headland in clear mid-morning sun, the light now hard and white off the sea. He pauses to open the leather-bound sketchbook on a flat rock and sketch the bend of the coast. The brass compass dangles forward as he leans. The canvas hat shades his face from the climbing sun. Medium tracking shot at chest height keeping pace beside him."
1080,3,"The cartographer in the beige fishing vest and canvas hat continues along the trail under the harsh, vertical light of solar noon. The trail dust is bright and the sea below is a deep, hard blue. He drinks briefly from a canteen at his hip without slowing. The leather-bound sketchbook is now closed under his arm. Medium tracking shot at chest height keeping pace beside him."
1080,4,The cartographer in the beige fishing vest and canvas hat walks the trail again as the sun lowers and the light deepens into amber. His shadow stretches long behind him and the brass compass glows warm at his chest. The leather-bound sketchbook is open again under his arm and he is sketching as he walks. The sea has gone honey-gold below. Medium tracking shot at chest height keeping pace beside him.
1080,5,"The cartographer in the beige fishing vest and canvas hat reaches a high overlook on the trail well after sunset, where he lights a small brass hurricane lantern. The lantern paints him in warm orange against the deep blue of the night sea. The leather-bound sketchbook is closed and clutched against him. The brass compass glints once in the lantern light. Medium tracking shot at chest height pulling back slightly to include the lantern's glow and the dark sea."
1081,0,A young Buddhist monk in saffron robes with a shaved head and small wooden prayer beads at his wrist walks slowly along a stone path through a temple complex in the pale blue hour before sunrise. A simple cloth almsbowl hangs at his side from a woven strap. Pagodas rise against the lavender sky around him and the air is still and cool. His bare feet step quietly on the cold stones. Medium tracking shot keeping pace beside him at hip height.
1081,1,The monk in the saffron robes and wooden beads walks past the great bronze bell of the temple as the first true sunrise gilds the bell's rim. He bows to the bell briefly without slowing his pace. The cloth almsbowl rocks gently with the bow. The saffron of his robes brightens visibly in the new light. Medium tracking shot keeping pace beside him at hip height.
1081,2,"The monk in the saffron robes and wooden beads crosses a small wooden bridge in the mid-morning sun, where koi rise to the surface of the pond beneath. He pauses on the bridge and slips a handful of rice from the cloth almsbowl down to the fish. The wooden prayer beads click softly at his wrist. The light is warm and steady on his robes. Medium tracking shot keeping pace beside him at hip height."
1081,3,The monk in the saffron robes and wooden beads walks along a long covered walkway during the harsh midday heat. Strips of bright sun pour between the columns and paint his bare feet alternately gold and dark. The saffron of his robes glows in the stripes. The cloth almsbowl swings steadily at his side. Medium tracking shot keeping pace beside him at hip height.
1081,4,"The monk in the saffron robes and wooden beads circles a great central stupa as the late afternoon light deepens into bronze. He turns the small prayer wheels along the stupa's wall as he goes, the wooden beads clicking under his fingers. The cloth almsbowl rocks with his slow steps. His shadow grows longer with each circuit. Medium tracking shot keeping pace beside him at hip height."
1081,5,"The monk in the saffron robes and wooden beads returns to the temple's main hall well after dusk, where rows of small butter lamps now flicker. The saffron of his robes glows orange in the lamplight. He sets the cloth almsbowl gently down on a low stone step and bows to the hall. The wooden beads come to rest against his wrist. Medium tracking shot keeping pace beside him and pulling back slightly to include the rows of lamps."
1082,0,A wedding photographer in a slim black suit and white sneakers walks slowly down the main street of an old European town in the cool gray light just before dawn. A large mirrorless camera with a long lens hangs from a wide leather strap across his chest. His dark curly hair is unkempt and a small notebook pokes from his jacket pocket. The street is empty and the cobblestones are damp. Medium tracking shot at chest height beside him.
1082,1,The photographer in the black suit and white sneakers turns into a small piazza as the dawn light spreads pink across the surrounding stucco walls. He lifts the mirrorless camera and frames a low shot of a pigeon strutting across the empty stones. The small notebook tilts in his pocket. The white sneakers stand out brightly against the warming pavement. Medium tracking shot at chest height beside him.
1082,2,The photographer in the black suit and white sneakers walks under a long stone arcade in clear mid-morning sun. Café tables are being set out by aproned waiters and the mirrorless camera bounces gently against his chest. He nods at a waiter and snaps a quick shot of the sun cutting between two columns. The small notebook flips open and shut in his pocket as he moves. Medium tracking shot at chest height beside him.
1082,3,"The photographer in the black suit and white sneakers crosses a sun-baked open square in the harsh midday sun, his shadow short and sharp at his feet. He raises the mirrorless camera to shoot a child chasing pigeons by the central statue. The white sneakers reflect dazzling sun. The black suit pulls slightly at the shoulders as he frames the shot. Medium tracking shot at chest height beside him."
1082,4,"The photographer in the black suit and white sneakers walks along a tree-lined avenue at the deep amber light of golden hour. He lifts the mirrorless camera in slow, frequent bursts at the trunks of the trees backlit in honey light. The small notebook now rests open in his free hand, scrawled with quick notes. His curly hair glows warm in the slanting light. Medium tracking shot at chest height beside him."
1082,5,"The photographer in the black suit and white sneakers returns to the piazza after dark, where strings of small lights have been lit between buildings. He lowers the mirrorless camera at last to his hip and rests a hand on the strap. The white sneakers reflect tiny points of the festoon lights. He smiles tiredly at the small notebook before tucking it back into his pocket. Medium tracking shot at chest height pulling back slightly to include the lit piazza around him."
1083,0,"A wiry lighthouse keeper in a stiff yellow oilskin coat and a black wool cap walks slowly along a narrow clifftop path in the soft blue minutes before dawn. A small brass hand bell hangs from his belt and a battered tin lantern, currently unlit, swings in his left hand. The North Atlantic spreads gray and heaving below. A salty wind tugs at the oilskin's hood. Medium tracking shot at chest height keeping pace beside him."
1083,1,The lighthouse keeper in the yellow oilskin and black wool cap walks the clifftop path as the eastern sky turns molten orange with dawn. He pauses to lift the brass hand bell off his belt and give it one slow chime out toward the sea. The tin lantern is tucked under his arm now. The yellow oilskin glows brighter as the light climbs. Medium tracking shot at chest height keeping pace beside him.
1083,2,The lighthouse keeper in the yellow oilskin and black wool cap traverses the path in clear mid-morning sun. Whitecaps glint sharply on the heaving sea below. The brass hand bell sways quietly at his belt as he walks. The tin lantern swings in his hand again. He keeps a wary eye on a low band of cloud out at sea. Medium tracking shot at chest height keeping pace beside him.
1083,3,"The lighthouse keeper in the yellow oilskin and black wool cap walks the path again at sharp midday, the sun overhead and the wind stronger. He grips the brass hand bell briefly against his side to silence its swing. The tin lantern bumps his thigh with each gust. The yellow oilskin flaps loudly. Medium tracking shot at chest height keeping pace beside him."
1083,4,"The lighthouse keeper in the yellow oilskin and black wool cap walks the path in deep amber dusk, the lighthouse itself now visible ahead with its lamp just beginning to glow. He lights the tin lantern with a long match and a brief shield of his cap. The brass hand bell rings once with the lighting motion. The yellow oilskin shines bronze in the last sun. Medium tracking shot at chest height keeping pace beside him."
1083,5,"The lighthouse keeper in the yellow oilskin and black wool cap arrives at the base of the lighthouse well after dark, the tin lantern casting a small circle of warm yellow on the wet rock. The big lamp above sweeps its beam out to sea in a long, slow turn. The brass hand bell hangs silent at his belt. He looks up at the tower briefly before opening the iron door. Medium tracking shot at chest height pulling back slightly to include the foot of the lighthouse."
1090,0,"A young postal courier in a forest-green uniform and a brown leather mail satchel pedals a green vintage bicycle slowly along a coastal village's main road on a clear, calm morning. A canary in a tiny brass cage clipped to her handlebars sits chirping. Her dark hair is in a long braid that swings against her back. White-washed houses with red shutters line the road and the sea sparkles between them. Medium tracking shot at her shoulder height beside the bicycle."
1090,1,The courier in the green uniform and leather satchel pedals on as the sky overhead begins to gray with fast-moving cloud. A first scatter of raindrops dots the road in dark coin-shapes. She nudges the small brass cage closer to the bicycle's frame to shield the canary. The brown leather satchel darkens slightly at its top. The braid begins to stick faintly to her uniform shoulder. Medium tracking shot at her shoulder height beside the bicycle.
1090,2,"The courier in the green uniform and leather satchel rides through a steady rain falling out of low, blue-gray sky. Sheets of water sluice along the gutters. She has pulled a clear plastic cover over the brown leather satchel and the canary's brass cage swings under a green oilcloth she has draped over it. The braid clings damply to her back. Medium tracking shot at her shoulder height beside the bicycle."
1090,3,The courier in the green uniform and leather satchel rolls into a stretch of dense sea fog where the rain has eased to fine drizzle. Houses on either side appear and dissolve in soft outlines. The brass cage's outline glows yellow through the green oilcloth from a tiny bicycle lamp. The leather satchel beads with small droplets. The braid drips quietly. Medium tracking shot at her shoulder height beside the bicycle.
1090,4,The courier in the green uniform and leather satchel emerges from the fog into a clearing where wind has begun to push the gray clouds apart in long ragged strips. She lifts the green oilcloth off the brass cage and the canary blinks at the brighter sky. The leather satchel begins to show pale dry patches again. The braid lifts in a stiff gust. Medium tracking shot at her shoulder height beside the bicycle.
1090,5,"The courier in the green uniform and leather satchel pedals along the road's final stretch under fresh, washed sunlight as steam rises faintly off the wet pavement. The canary in the brass cage sings loudly now in the clean air. The leather satchel is back to its warm dry brown. The braid has begun to dry in a soft frizz around her shoulder. Medium tracking shot at her shoulder height beside the bicycle, gradually pulling back to take in the sun-washed road."
1091,0,"A weather-beaten sheep herder in a heather-gray tweed cap and a long oiled-wax coat walks slowly across a wide moorland under clear, bright sun. A polished hawthorn crook is balanced against his right shoulder and a sturdy black-and-white border collie trots at his heel. His brown leather boots crunch on the dry heather. The moorland stretches to a low ridge of dark hills. Medium tracking shot at chest height keeping pace beside him."
1091,1,The herder in the tweed cap and oiled-wax coat continues across the moor as a rising wind begins to bend the longer grasses flat. He shifts the hawthorn crook into both hands as a brace against the gust. The collie's coat ripples and the dog presses closer to his knee. The tweed cap is yanked tighter on his head. The brown leather boots remain steady against the wind. Medium tracking shot at chest height keeping pace beside him.
1091,2,"The herder in the tweed cap and oiled-wax coat walks on through fine slanting drizzle that arrives with the wind. He pulls the brim of the tweed cap lower and the oiled-wax coat sheds the rain in beaded streaks. The hawthorn crook taps the wet ground for balance. The collie shakes itself once, droplets flying, then trots on. The brown leather boots darken in the wet. Medium tracking shot at chest height keeping pace beside him."
1091,3,The herder in the tweed cap and oiled-wax coat reaches the foot of the ridge as the drizzle thickens briefly into a passing squall. The hawthorn crook plants firmly with each step against the gusts. The collie's tail tucks low and the dog leans into his leg. The oiled-wax coat glistens nearly black with wet. Medium tracking shot at chest height keeping pace beside him.
1091,4,"The herder in the tweed cap and oiled-wax coat begins climbing the ridge as the squall passes east and a band of clearing sky races in from the west. Sunlight catches the wet heather in long bright streaks. The collie shakes itself again, more cheerfully, droplets flashing in the new sun. The hawthorn crook gleams. The brown leather boots steam faintly. Medium tracking shot at chest height keeping pace beside him."
1091,5,The herder in the tweed cap and oiled-wax coat crests the ridge as a wide double rainbow arcs over the moor behind him. The collie sits at his heel and looks back across the heather. The hawthorn crook plants between his boots and he leans on it with both hands. The tweed cap drips one last drop. The oiled-wax coat glows in the clear new light. Medium tracking shot at chest height pulling back to include the moor and the rainbow.
1092,0,"A tall surfer in a black neoprene wetsuit with a vivid orange stripe down the side walks barefoot along a wide, glass-still beach at dawn. His shoulder-length hair is bleached pale by the sun and a battered white surfboard tucked under his right arm. The sea ahead is mirror-flat under a soft pearl sky. His breath plumes faintly in the cool air. Medium tracking shot at hip height beside him along the wet sand."
1092,1,The surfer in the black wetsuit with the orange stripe pauses as a fast bank of dark squall cloud rolls in over the headland to the south. The first scatter of fat raindrops pocks the sand. He tightens his grip on the white surfboard. The wind lifts a few strands of his bleached hair across his face. Whitecaps begin to crease the formerly mirror sea. Medium tracking shot at hip height beside him along the wet sand.
1092,2,The surfer in the black wetsuit with the orange stripe walks faster now under the open squall as rain comes down in driving sheets. The white surfboard rocks against his ribs with each long stride. His bleached hair is plastered against his cheek and the orange stripe along his wetsuit shines wet and bright. The sea has gone churned gray-green with whitecaps. Medium tracking shot at hip height beside him along the wet sand.
1092,3,"The surfer in the black wetsuit with the orange stripe reaches the water's edge as the storm peaks, with wind-whipped surf piling up the beach in foaming ranks. He plants the tail of the white surfboard into the sand and braces against a gust. His bleached hair whips sideways. The orange stripe slashes brightly against the gray. Medium tracking shot at hip height beside him along the wet sand."
1092,4,"The surfer in the black wetsuit with the orange stripe stands in the dying tail of the storm as the wind drops and the rain softens to a fine, sparkling drizzle. He lifts the white surfboard back under his arm and walks forward into the shallows. The bleached hair clings in wet ropes around his neck. The orange stripe shines wet but is bright again under returning light. Medium tracking shot at hip height beside him along the wet sand."
1092,5,The surfer in the black wetsuit with the orange stripe wades out into a sea that has gone glassy again in the storm's wake. The sun cuts low through breaking cloud and lays a band of gold across the water. He drops onto the white surfboard and begins to paddle outward. The bleached hair drips slowly. The orange stripe is the brightest color in the frame. Medium tracking shot at hip height pulling back to include the gold-glazed sea around him.
1093,0,"A lean alpine climber in a vivid red shell jacket and slate-blue technical pants moves slowly across a high snowfield in clear midmorning sun. He carries a coiled blue rope across his chest and a single ice axe in his right hand. The snow is firm under his crampons and the sky is a hard, clean cobalt. Distant peaks rise in glittering ranks around him. Medium tracking shot at chest height keeping pace beside him."
1093,1,The climber in the red shell jacket and slate-blue pants reaches the saddle between two peaks as a thick wall of cloud begins to pour in from the west. The coiled blue rope shifts against his ribs as he turns to read the incoming weather. The ice axe rests against his thigh. His expression hardens with focus. Medium tracking shot at chest height keeping pace beside him.
1093,2,The climber in the red shell jacket and slate-blue pants moves into the front of the cloud bank as visibility collapses to a few meters of swirling white. He keeps the ice axe ready in his right hand and pays out the coiled blue rope to a partner unseen in the gloom. The red shell jacket is the only color in the cotton-white world. Medium tracking shot at chest height keeping pace beside him.
1093,3,The climber in the red shell jacket and slate-blue pants pushes on as the cloud darkens and the first snow begins to drive in sideways. The blue rope is half-uncoiled across his shoulders now. The ice axe stabs into the firmer crust with each step. His hood is up and his face is barely visible in the lee. Medium tracking shot at chest height keeping pace beside him.
1093,4,"The climber in the red shell jacket and slate-blue pants reaches a snowy bench beneath an overhanging rock as the storm pulses through its hardest minutes. He braces in the lee with the ice axe planted between his boots. The coiled blue rope is back across his chest, fresh snow plastering its turns. The red shell jacket is the only warm color in the world. Medium tracking shot at chest height keeping pace beside him."
1093,5,"The climber in the red shell jacket and slate-blue pants emerges from the bench as the storm breaks open into bluebird sky and the snowfield ahead glitters in fresh, untouched powder. He pushes back his hood and the coiled blue rope rests easy on his chest again. The ice axe swings lightly in his hand. His expression eases at last into open relief. Medium tracking shot at chest height pulling back to include the bright peaks revealed beyond him."


